0.000000,0.000000,0.000000
-0.678656,0.251454,0.247386
-0.679095,0.251418,0.247343
-0.679443,0.251386,0.247321
-0.679266,0.251444,0.247315
-0.678991,0.251519,0.247271
-0.679059,0.251495,0.247242
-0.679116,0.251538,0.247183
-0.679157,0.251639,0.247120
-0.679049,0.251678,0.247073
-0.679123,0.251745,0.246991
-0.679428,0.251838,0.246914
-0.679357,0.251817,0.246822
-0.679448,0.251843,0.246736
-0.679498,0.251900,0.246634
-0.679572,0.251886,0.246537
-0.679380,0.251858,0.246427
-0.679571,0.251973,0.246300
-0.679493,0.252018,0.246180
-0.679395,0.251961,0.246061
-0.679335,0.252005,0.245936
-0.679359,0.252047,0.245784
-0.679384,0.252077,0.245645
-0.679268,0.252130,0.245480
-0.679190,0.252162,0.245319
-0.679455,0.252244,0.245136
-0.679526,0.252365,0.244937
-0.679673,0.252457,0.244753
-0.679761,0.252577,0.244572
-0.679790,0.252699,0.244370
-0.679675,0.252655,0.244165
-0.679669,0.252719,0.243963
-0.679544,0.252845,0.243755
-0.679454,0.252751,0.243532
-0.679512,0.252735,0.243305
-0.679444,0.252851,0.243065
-0.679323,0.252877,0.242830
-0.679273,0.252918,0.242562
-0.679324,0.252986,0.242316
-0.679229,0.253015,0.242066
-0.679222,0.253000,0.241791
-0.679131,0.253018,0.241515
-0.679083,0.253012,0.241231
-0.678993,0.253034,0.240947
-0.678934,0.253089,0.240664
-0.678895,0.253118,0.240354
-0.678879,0.253144,0.240045
-0.678863,0.253155,0.239738
-0.678922,0.253229,0.239423
-0.678783,0.253256,0.239092
-0.678809,0.253344,0.238756
-0.678766,0.253355,0.238407
-0.678738,0.253403,0.238073
-0.678758,0.253463,0.237712
-0.678708,0.253549,0.237367
-0.678608,0.253576,0.236993
-0.678532,0.253611,0.236623
-0.678649,0.253761,0.236240
-0.678671,0.253789,0.235861
-0.678622,0.253755,0.235479
-0.678628,0.253738,0.235078
-0.678580,0.253818,0.234688
-0.678463,0.253825,0.234276
-0.678347,0.253805,0.233867
-0.678327,0.253795,0.233443
-0.678235,0.253806,0.233026
-0.678203,0.253874,0.232587
-0.678158,0.253833,0.232152
-0.678108,0.253833,0.231724
-0.678279,0.253988,0.231258
-0.678299,0.254046,0.230789
-0.678238,0.254073,0.230329
-0.678282,0.254083,0.229866
-0.678206,0.254126,0.229396
-0.678162,0.254185,0.228919
-0.678122,0.254161,0.228422
-0.678050,0.254146,0.227946
-0.677996,0.254232,0.227451
-0.677895,0.254241,0.226950
-0.677804,0.254181,0.226444
-0.677752,0.254191,0.225928
-0.677653,0.254242,0.225411
-0.677563,0.254240,0.224893
-0.677500,0.254247,0.224357
-0.677517,0.254230,0.223822
-0.677434,0.254290,0.223282
-0.677347,0.254302,0.222741
-0.677303,0.254327,0.222169
-0.677218,0.254320,0.221606
-0.677136,0.254302,0.221047
-0.677146,0.254360,0.220462
-0.677059,0.254263,0.219892
-0.676983,0.254310,0.219319
-0.676925,0.254353,0.218716
-0.676853,0.254288,0.218131
-0.676783,0.254275,0.217528
-0.676698,0.254264,0.216920
-0.676596,0.254280,0.216305
-0.676574,0.254281,0.215694
-0.676474,0.254294,0.215265
-0.676537,0.254304,0.215221
-0.676533,0.254133,0.215203
-0.676442,0.253561,0.215184
-0.676325,0.252791,0.215181
-0.676166,0.251832,0.215155
-0.675972,0.250682,0.215107
-0.675758,0.249398,0.215040
-0.675522,0.248070,0.214943
-0.675194,0.246740,0.214841
-0.674930,0.245207,0.214680
-0.674542,0.243683,0.214546
-0.674112,0.242197,0.214437
-0.673951,0.240426,0.214389
-0.673931,0.238658,0.214405
-0.673780,0.237000,0.214415
-0.673668,0.235397,0.214354
-0.673624,0.233770,0.214309
-0.673603,0.232089,0.214224
-0.673455,0.230672,0.214158
-0.673131,0.229230,0.214009
-0.673255,0.227774,0.213951
-0.673323,0.226552,0.213821
-0.673051,0.225460,0.213628
-0.672820,0.224338,0.213502
-0.672736,0.223143,0.213346
-0.672593,0.222103,0.213211
-0.672388,0.221135,0.213027
-0.672218,0.220064,0.212832
-0.672042,0.219092,0.212676
-0.671826,0.218247,0.212510
-0.671619,0.217439,0.212314
-0.671405,0.216637,0.212122
-0.671092,0.215833,0.211932
-0.670979,0.215128,0.211758
-0.670707,0.214366,0.211580
-0.670356,0.213825,0.211381
-0.670177,0.213051,0.211115
-0.670053,0.212385,0.210935
-0.669807,0.212025,0.210790
-0.669474,0.211525,0.210573
-0.669163,0.210743,0.210380
-0.668937,0.210142,0.210159
-0.668847,0.209925,0.209970
-0.668624,0.209689,0.209787
-0.668297,0.209378,0.209576
-0.668073,0.209073,0.209425
-0.667758,0.208659,0.209223
-0.667454,0.208081,0.209007
-0.667147,0.207155,0.208673
-0.666950,0.206725,0.208484
-0.666622,0.207065,0.208428
-0.666227,0.207345,0.208307
-0.665818,0.207143,0.208256
-0.665639,0.206327,0.208147
-0.665530,0.205209,0.208149
-0.665194,0.204189,0.208201
-0.664815,0.203501,0.208274
-0.664576,0.203406,0.208301
-0.664270,0.203523,0.208228
-0.663816,0.203808,0.208251
-0.663579,0.203770,0.208176
-0.663432,0.203124,0.208060
-0.663234,0.202023,0.208038
-0.662905,0.201352,0.208242
-0.662588,0.201044,0.208283
-0.662329,0.201159,0.208308
-0.661993,0.201848,0.208387
-0.661694,0.202189,0.208258
-0.661483,0.202146,0.208151
-0.661264,0.201696,0.208184
-0.661030,0.201139,0.208290
-0.660771,0.200806,0.208361
-0.660547,0.200796,0.208422
-0.660290,0.201129,0.208431
-0.659977,0.201527,0.208465
-0.659642,0.201731,0.208390
-0.659530,0.201933,0.208415
-0.659284,0.202142,0.208509
-0.658925,0.202294,0.208492
-0.658668,0.202219,0.208494
-0.658599,0.202166,0.208623
-0.658265,0.202205,0.208754
-0.657868,0.202652,0.208761
-0.657401,0.203045,0.208738
-0.656886,0.203594,0.208778
-0.656610,0.204370,0.208797
-0.656263,0.205115,0.208885
-0.655944,0.206016,0.208985
-0.655951,0.206400,0.208942
-0.655643,0.206815,0.208973
-0.655419,0.206871,0.209088
-0.655332,0.207032,0.209174
-0.654833,0.207556,0.209289
-0.654563,0.208247,0.209350
-0.654333,0.209063,0.209321
-0.653544,0.210057,0.209462
-0.652969,0.211185,0.209409
-0.653063,0.212060,0.209467
-0.652821,0.212816,0.209430
-0.652131,0.213643,0.209591
-0.651713,0.213867,0.209797
-0.651466,0.213136,0.209809
-0.650960,0.212945,0.210049
-0.650661,0.213188,0.210399
-0.650375,0.213211,0.210571
-0.649898,0.213295,0.210799
-0.649162,0.213565,0.210990
-0.648787,0.213769,0.211226
-0.648402,0.214453,0.211563
-0.647750,0.215161,0.211759
-0.647185,0.215489,0.211934
-0.646750,0.215901,0.212145
-0.646117,0.216730,0.212412
-0.645435,0.217611,0.212626
-0.644849,0.218479,0.212821
-0.644097,0.219350,0.212989
-0.643255,0.220319,0.213210
-0.642329,0.221254,0.213514
-0.641417,0.222330,0.213768
-0.640623,0.223445,0.213959
-0.639629,0.224676,0.214172
-0.638361,0.226131,0.214357
-0.637065,0.227479,0.214446
-0.635794,0.229324,0.214538
-0.633900,0.232292,0.214593
-0.630173,0.237984,0.215205
-0.630300,0.238754,0.214997
-0.630157,0.238670,0.215151
